Overall,Bib,Name,Time
99999,24048,Jana Willingham,5:29:35
99999,12026,Krystal Brenot,0:00:00
99999,26048,Emily Boyles,0:00:00
99999,1194,Duane Goynes,0:00:00
99999,7020,Mauricio Sanchez,0:00:00
99999,10012,Alicia Rideout,0:00:00
99999,27311,Bobbie Magnuson,5:22:54
99999,3009,Anna Kim,0:00:00
99999,2079,Kelly Grimes,0:00:00
99999,21078,Dorothy Lupariello,0:00:00
99999,11066,Leah Sutherland,0:00:00
99999,6082,Charles Puckett Jr,0:00:00
99999,22023,Wesley Robinson,0:00:00
99999,27253,Andrea Nitschke,0:00:00
99999,10039,Daniel Fahey,0:00:00
99999,8049,Steven Cuzzilla,0:00:00
99999,10035,Michael Juettner,2:41:54
99999,19032,Hunter Van Horn,0:00:00
99999,7148,André Barloi,0:00:00
99999,13002,Darryel Adams,0:00:00
99999,18044,Angela Cavallo,0:00:00
99999,25110,Jayce Cowan,0:00:00
99999,21043,Morgan Kelly,0:00:00
99999,25263,Amelia Badeau,0:00:00
99999,13033,Asher Mcglothlin,0:00:00
99999,18029,Kimberly Keller,0:00:00
99999,27095,Lois Berkowitz,5:44:26
99999,25194,Steven Brader,0:00:00
99999,15101,Deb Sutton,0:00:00
99999,2070,Zach Mcnair,0:00:00
99999,4105,Maggie Mccloskey,0:00:00
99999,1013,Peter Euler,0:00:00
99999,1175,Amanda Thompson,0:00:00
99999,17028,Ben Shoemaker,0:00:00
99999,10125,Jessica Pemberton,0:00:00
99999,1113,Julie Davidson,0:00:00
99999,3140,Antoine Bernier,0:00:00
99999,27049,Nicara Spechthold,0:00:00
99999,26154,James Gullo,4:58:13
99999,25168,Jim Barr,0:00:00
99999,15094,Raymond Danner,0:00:00
99999,18109,Lauren Randazza,0:00:00
99999,25234,Demi Helenius,0:00:00
99999,2103,Aaron Purser,0:00:00
99999,25264,James Isham,0:00:00
99999,8025,Todd Lape,3:34:53
99999,19005,Stacey Hughes,0:00:00
99999,3129,Chantalle Schultz-Rathbun,0:00:00
99999,24172,Anthony Zabek,0:00:00
99999,15107,Christopher Oleksyn,0:00:00
99999,24126,Jeanine Doyle,4:53:54
99999,20126,Keeley Spiess,0:00:00
99999,5106,Paul Wills,0:00:00
99999,25014,Ryan Ott,4:43:52
99999,11088,David Goodman,0:00:00
99999,6118,Al Diemel,0:00:00
99999,10139,Angela Ritchie,0:00:00
99999,24150,Tammy Duckwall,0:00:00
99999,5071,Taylor Sawyer,0:00:00
99999,12041,Anita Gurung,0:00:00
99999,20125,Rocio Bowers,0:00:00
99999,27138,Cinzia Gianesin,0:00:00
99999,12048,James Pottmeyer,0:00:00
99999,11038,Melanie Humphrey,0:00:00
99999,10041,Dustin Smith,0:00:00
99999,1058,Scott Schroeder,0:00:00
99999,26139,Melisa Arceo,0:00:00
99999,27326,Michael Mcgehee,0:00:00
99999,7100,Jessica Dunagan,0:00:00
99999,4070,Carlos Saraiva,0:00:00
99999,25180,Kyra Clenney Sharp,0:00:00
99999,27098,Hansini Sharma,5:22:37
99999,17006,Rachel Kane,0:00:00
99999,12003,Kitti Outlaw,0:00:00
99999,22028,Norman Dull,0:00:00
99999,20013,Donna Horne,0:00:00
99999,25257,Bernadette Bigelow,4:40:48
99999,10002,Blair Combs,0:00:00
99999,3101,Kristen Leonardi,0:00:00
99999,27325,Catherine Owen,0:00:00
99999,27284,Justin Kim,0:00:00
99999,25307,Randall Hodge,0:00:00
99999,6147,Tricia Mccormack,0:00:00
99999,6121,Amy Frederick,0:00:00
99999,4025,Laurie Humphrey,0:00:00
99999,16233,Quinton Van Gundy,0:00:00
99999,1164,Nicholas Antlitz,2:59:43
99999,2056,Adam Nichols,0:00:00
99999,22100,Jeremy Raley,0:00:00
99999,7178,Trenton Thompson,0:00:00
99999,18084,Andrea Pack,0:00:00
99999,13015,Derek Waterhouse,0:00:00
99999,19125,Emily Campbell,4:44:39
99999,27123,Casey Newsom,0:00:00
99999,27297,Wesley Bryant,0:00:00
99999,25031,Joe Hodge,0:00:00
99999,21105,Travis Vedral,0:00:00
99999,15123,William Ewald,0:00:00
99999,26064,Jerry Lodovisi,0:00:00
99999,17020,Shaira Morales,0:00:00
99999,1121,Robert Beckman,3:13:08
99999,18117,Blair Shiff,0:00:00
99999,26157,Gina Collins,0:00:00
99999,26052,Pamela Murfin,0:00:00
99999,8083,Trisha Rich,0:00:00
99999,16207,Matthew Leffler,0:00:00
99999,24181,Nathan Stewart,0:00:00
99999,26097,Kiira Christianson,0:00:00
99999,27063,Jessica Barkeley,0:00:00
99999,26163,Andrew Brennan,0:00:00
99999,21133,Emily Waechter,0:00:00
99999,27141,Maurice Smith,0:00:00
99999,6075,Jordan Hayes,0:00:00
99999,4100,Danielle Haines,0:00:00
99999,4045,Paige Kochuyt,0:00:00
99999,25266,Kelsey Orf,0:00:00
99999,18070,Alison Willer,0:00:00
99999,25131,Sue Hardy,0:00:00
99999,11093,Elizabeth Dudley,5:03:06
99999,20040,Melanie Medina,0:00:00
99999,3144,Derek Johnstone,0:00:00
99999,14021,Laura Louis,0:00:00
99999,12119,Stephen Lilly,0:00:00
99999,21120,David Clark,0:00:00
99999,26237,Jordana Smith,0:00:00
99999,25280,Caroline Coronado,5:44:46
99999,24162,Steck Johnson,0:00:00
99999,4047,Daniel Steffensen,0:00:00
99999,27174,Sandra Whittington,5:08:34
99999,24186,Meg Braun,0:00:00
99999,27016,Dunford Okoth,0:00:00
99999,9095,Robin Holmer,0:00:00
99999,19061,Andrew Fudge,0:00:00
99999,27344,Julie Guay,0:00:00
99999,8079,Caroline Brown,0:00:00
99999,21061,Kam Yee,0:00:00
99999,25115,Ashley Detherage,0:00:00
99999,15069,Robert Lewis,0:00:00
99999,21160,Amanda Adams,0:00:00
99999,27017,Roberto Martinez,0:00:00
99999,10113,Steve Francis,0:00:00
99999,24130,Ivan Santamaria,0:00:00
99999,24178,Preston Macdougall,0:00:00
99999,16082,Lisa Schumacher,0:00:00
99999,24096,Elana Sarracino,0:00:00
99999,7057,Joshua Dobiac,0:00:00
99999,2000,Beau Baggett,0:00:00
99999,8074,Kristi Bronkan,0:00:00
99999,24208,David Barnette Jr,4:33:28
99999,23059,Israel Perez,4:50:26
99999,10093,Ted Beveridge,0:00:00
99999,24078,Amy Lassen,0:00:00
99999,24101,Cynthia Abenir,5:09:58
99999,23035,Nathan Carter,0:00:00
99999,7123,Lynn Anne Raabe,0:00:00
99999,27111,Stephanie Dewildt,0:00:00
99999,8053,Caitlin Perry,0:00:00
99999,21142,Javier Escalante,3:34:46
99999,26151,Dj Averitt,0:00:00
99999,11100,William Hornsby,0:00:00
99999,25027,Brandon Foster,0:00:00
99999,25026,Scott Jessen,0:00:00
99999,9028,Tom Snyder,0:00:00
99999,16188,Ellen Trubey,0:00:00
99999,8067,Charles Hurst,0:00:00
99999,10082,Matt Ingamells,0:00:00
99999,27255,Kim Maddox,0:00:00
99999,26074,Samantha Jackson,0:00:00
99999,9004,Toddd Overby,0:00:00
99999,26177,Emily Wheeler,5:22:56
99999,3115,Shane Bortscheller,0:00:00
99999,6094,Wei Jiang,0:00:00
99999,20098,John Chalmers,0:00:00
99999,10048,Ryan James,0:00:00
99999,5020,Haley Lowe,0:00:00
99999,24124,Thomas Box,0:00:00
99999,1067,Tallon Scott,0:00:00
99999,1156,Erin Holloway,0:00:00
99999,27324,Benjmain Maxwell Jr,0:00:00
99999,27047,Rose Pagonis,0:00:00
99999,6175,Collin Dart,0:00:00
99999,24164,Paul Armistead,0:00:00
99999,24058,Francesca Tuffey,0:00:00
99999,26213,Christina Harris,0:00:00
99999,8107,Brian Joslin,0:00:00
99999,17027,Matt Scudder,0:00:00
99999,14053,Shannon Sawyer,0:00:00
99999,24206,Tori George,0:00:00
99999,10017,Max Kilgore,0:00:00
99999,11075,Christopher Ellis,0:00:00
99999,24088,Christina Worcester,0:00:00
99999,13088,William Himes,0:00:00
99999,26196,Nina Nation,0:00:00
99999,20166,Jeanne Caron,0:00:00
99999,26071,Harrison Carter,5:01:54
99999,22111,Brent Bunn,0:00:00
99999,13097,Brian Pegno,0:00:00
99999,11010,Jason Rowell,0:00:00
99999,27221,Rajeev Sahni,0:00:00
99999,1009,Amy Campbell,0:00:00
99999,12069,Michelle Williams,0:00:00
99999,7081,Fernando Garcia,0:00:00
99999,12060,George Grant,0:00:00
99999,12110,Alan Emery,0:00:00
99999,26181,Mark Watson,0:00:00
99999,20019,Mary Lynn Bouman,0:00:00
99999,26161,Kim Goff,0:00:00
99999,2066,James Pippard,0:00:00
99999,6164,Matthew Fair,0:00:00
99999,6006,Tim Brown,0:00:00
99999,25232,Mary Chang,0:00:00
99999,7032,Leslie Harwell,0:00:00
99999,12001,Michael Schubert,0:00:00
99999,12102,Matthew Almario,0:00:00
99999,12029,Charles Williams,0:00:00
99999,21019,Juan Luis Dueñas,0:00:00
99999,22032,Ginger Roelle,0:00:00
99999,19122,Chris Dejarnette,0:00:00
99999,1185,Ernest Lee,0:00:00
99999,8038,Allison Alfonso,0:00:00
99999,26069,Justin Wehring,0:00:00
99999,8111,Timothy Forbes,0:00:00
99999,2084,Thomas Hansen,0:00:00
